stage,classifier,configuration_id,phase,metric,unit,seed_count,mean_of_seed_means,std_of_seed_means,min_of_seed_means,max_of_seed_means,feature_count,input_dataframe_memory_bytes,numpy_dense_nbytes,serialized_model_bytes,measurement_provenance,aggregation_hierarchy
V1.0-F,decision_tree,K43,inference,wall_clock_elapsed_sec,seconds,5,19.347369022369385,5.4122074909918965,13.358679699897767,25.78776776790619,43,2064132,2064000,3796,DIRECT_COMPUTATIONAL,seeds_are_scientific_units_ten_repetitions_nested
V1.0-F,decision_tree,K43,inference,wall_time_sec,seconds,5,2.115932733499794,0.7347781891280905,1.2413683160004438,2.8583110105988454,43,2064132,2064000,3796,DIRECT_COMPUTATIONAL,seeds_are_scientific_units_ten_repetitions_nested
V1.0-F,decision_tree,K43,training,absolute_peak_rss_mib,MiB,5,170.421484375,0.02613541069855982,170.395703125,170.45,43,9632132,9632000,3796,DIRECT_COMPUTATIONAL,seeds_are_scientific_units_ten_repetitions_nested
V1.0-F,decision_tree,K43,training,incremental_peak_rss_mib,MiB,5,0.1525,0.020539595906443716,0.1375,0.175,43,9632132,9632000,3796,DIRECT_COMPUTATIONAL,seeds_are_scientific_units_ten_repetitions_nested
V1.0-F,decision_tree,K43,training,inference_latency_sec,seconds,5,0.10228979101972073,0.002847087402792203,0.09875314299933961,0.10584477139855153,43,9632132,9632000,3796,DIRECT_COMPUTATIONAL,seeds_are_scientific_units_ten_repetitions_nested
V1.0-F,decision_tree,K43,training,monotonic_elapsed_sec,seconds,5,14.094129949400378,0.37534246957576767,13.77494392590088,14.56374774040014,43,9632132,9632000,3796,DIRECT_COMPUTATIONAL,seeds_are_scientific_units_ten_repetitions_nested
V1.0-F,decision_tree,K43,training,per_record_latency_sec,seconds,5,3.653206822132883e-06,1.0168169295686431e-07,3.526897964262129e-06,3.780170407091126e-06,43,9632132,9632000,3796,DIRECT_COMPUTATIONAL,seeds_are_scientific_units_ten_repetitions_nested
V1.0-F,decision_tree,K43,training,process_cpu_time_sec,seconds,5,0.10430112510000007,0.0030280382068033395,0.10096809630000006,0.10838750020000001,43,9632132,9632000,3796,DIRECT_COMPUTATIONAL,seeds_are_scientific_units_ten_repetitions_nested
V1.0-F,decision_tree,K43,training,standby_gap_sec,seconds,5,8.37930419947952e-07,1.8080618848765948e-07,6.409492925740778e-07,1.023249205900356e-06,43,9632132,9632000,3796,DIRECT_COMPUTATIONAL,seeds_are_scientific_units_ten_repetitions_nested
V1.0-F,decision_tree,K43,training,throughput_records_sec,records/second,5,279861.4277031987,8611.69815933402,271156.7080373658,289626.6806304374,43,9632132,9632000,3796,DIRECT_COMPUTATIONAL,seeds_are_scientific_units_ten_repetitions_nested
V1.0-F,decision_tree,K43,training,wall_clock_elapsed_sec,seconds,5,13.961006650924682,0.28030717694553675,13.676680541038513,14.3663911819458,43,9632132,9632000,3796,DIRECT_COMPUTATIONAL,seeds_are_scientific_units_ten_repetitions_nested
V1.0-F,decision_tree,K43,training,wall_time_sec,seconds,5,0.10228979101972073,0.002847087402792203,0.09875314299933961,0.10584477139855153,43,9632132,9632000,3796,DIRECT_COMPUTATIONAL,seeds_are_scientific_units_ten_repetitions_nested
V1.0-F,decision_tree,MI-K11,inference,absolute_peak_rss_mib,MiB,5,155.75968749999998,0.1352057464461824,155.52734375,155.871875,11,528132,528000,3044,DIRECT_COMPUTATIONAL,seeds_are_scientific_units_ten_repetitions_nested
V1.0-F,decision_tree,MI-K11,inference,incremental_peak_rss_mib,MiB,5,0.4025,0.022360679774997894,0.375,0.4375,11,528132,528000,3044,DIRECT_COMPUTATIONAL,seeds_are_scientific_units_ten_repetitions_nested
V1.0-F,decision_tree,MI-K11,inference,inference_latency_sec,seconds,5,0.0036967204005071605,0.0025524632470040835,0.001960309237111346,0.00812977697206918,11,528132,528000,3044,DIRECT_COMPUTATIONAL,seeds_are_scientific_units_ten_repetitions_nested
V1.0-F,decision_tree,MI-K11,inference,monotonic_elapsed_sec,seconds,5,21.79398958337988,10.766679757920445,14.508718754901201,40.1435578966004,11,528132,528000,3044,DIRECT_COMPUTATIONAL,seeds_are_scientific_units_ten_repetitions_nested
V1.0-F,decision_tree,MI-K11,inference,per_record_latency_sec,seconds,5,6.161200667511936e-07,4.254105411673473e-07,3.2671820618522435e-07,1.3549628286781968e-06,11,528132,528000,3044,DIRECT_COMPUTATIONAL,seeds_are_scientific_units_ten_repetitions_nested
V1.0-F,decision_tree,MI-K11,inference,process_cpu_time_sec,seconds,5,1.93697642658,1.359906510513891,1.0092705549,4.2960029644999995,11,528132,528000,3044,DIRECT_COMPUTATIONAL,seeds_are_scientific_units_ten_repetitions_nested
