scenario_id,attack_type,attack_rate,attack_severity,configuration_id,comparison_type,classifier,reference_classifier,metric,paired_seed_count,mean_difference,std_difference,ci95_low,ci95_high,reference_configuration_id
mixed__r0p05__medium,mixed,0.05,MEDIUM,mutual_information_select_k_best_k11,reduced_minus_full_baseline,logistic_regression,,average_precision,5,2.072058327960702e-05,0.0021008526368630704,-0.002587832501446787,0.002629273668006001,none_natural
mixed__r0p05__medium,mixed,0.05,MEDIUM,mutual_information_select_k_best_k11,reduced_minus_full_baseline,logistic_regression,,f1,5,0.0051091021923726585,0.0024883282330764806,0.0020194346096451526,0.008198769775100164,none_natural
mixed__r0p05__medium,mixed,0.05,MEDIUM,mutual_information_select_k_best_k11,reduced_minus_full_baseline,logistic_regression,,recall,5,0.08666666666666667,0.04760952285695233,0.027551636163482766,0.14578169716985057,none_natural
mixed__r0p10__medium,mixed,0.1,MEDIUM,pairwise_correlation_filter_natural,reduced_minus_full_baseline,decision_tree,,average_precision,5,0.0,0.0,0.0,0.0,none_natural
mixed__r0p10__medium,mixed,0.1,MEDIUM,pairwise_correlation_filter_natural,reduced_minus_full_baseline,decision_tree,,f1,5,0.0,0.0,0.0,0.0,none_natural
mixed__r0p10__medium,mixed,0.1,MEDIUM,pairwise_correlation_filter_natural,reduced_minus_full_baseline,decision_tree,,recall,5,0.0,0.0,0.0,0.0,none_natural
mixed__r0p10__medium,mixed,0.1,MEDIUM,mutual_information_select_k_best_k11,reduced_minus_full_baseline,decision_tree,,average_precision,5,0.0025362560179102767,0.007561406199631676,-0.006852469835974583,0.011924981871795136,none_natural
mixed__r0p10__medium,mixed,0.1,MEDIUM,mutual_information_select_k_best_k11,reduced_minus_full_baseline,decision_tree,,f1,5,0.000609209004655703,0.016618899244614672,-0.020025879877174465,0.02124429788648587,none_natural
mixed__r0p10__medium,mixed,0.1,MEDIUM,mutual_information_select_k_best_k11,reduced_minus_full_baseline,decision_tree,,recall,5,-0.0053333333333333175,0.01973434682082091,-0.02983676130883303,0.01917009464216639,none_natural
mixed__r0p10__medium,mixed,0.1,MEDIUM,pairwise_correlation_filter_natural,reduced_minus_full_baseline,logistic_regression,,average_precision,5,3.4501296815037107e-07,7.304299585909474e-07,-5.619356146421953e-07,1.2519615509429375e-06,none_natural
mixed__r0p10__medium,mixed,0.1,MEDIUM,pairwise_correlation_filter_natural,reduced_minus_full_baseline,logistic_regression,,f1,5,0.0,0.0,0.0,0.0,none_natural
mixed__r0p10__medium,mixed,0.1,MEDIUM,pairwise_correlation_filter_natural,reduced_minus_full_baseline,logistic_regression,,recall,5,0.0,0.0,0.0,0.0,none_natural
mixed__r0p10__medium,mixed,0.1,MEDIUM,mutual_information_select_k_best_k11,reduced_minus_full_baseline,logistic_regression,,average_precision,5,0.000578835270523817,0.004602415147129882,-0.00513581792245958,0.006293488463507213,none_natural
mixed__r0p10__medium,mixed,0.1,MEDIUM,mutual_information_select_k_best_k11,reduced_minus_full_baseline,logistic_regression,,f1,5,0.006158100849931814,0.010492863739312082,-0.00687051029324008,0.019186711993103706,none_natural
mixed__r0p10__medium,mixed,0.1,MEDIUM,mutual_information_select_k_best_k11,reduced_minus_full_baseline,logistic_regression,,recall,5,0.07200000000000002,0.05620399353149997,0.002213524676603809,0.14178647532339622,none_natural
mixed__r0p05__low,mixed,0.05,LOW,pairwise_correlation_filter_natural,reduced_minus_full_baseline,decision_tree,,average_precision,5,0.0,0.0,0.0,0.0,none_natural
mixed__r0p05__low,mixed,0.05,LOW,pairwise_correlation_filter_natural,reduced_minus_full_baseline,decision_tree,,f1,5,0.0,0.0,0.0,0.0,none_natural
mixed__r0p05__low,mixed,0.05,LOW,pairwise_correlation_filter_natural,reduced_minus_full_baseline,decision_tree,,recall,5,0.0,0.0,0.0,0.0,none_natural
mixed__r0p05__low,mixed,0.05,LOW,mutual_information_select_k_best_k11,reduced_minus_full_baseline,decision_tree,,average_precision,5,0.0003002605429615307,0.0028644469359333626,-0.0032564200921548357,0.0038569411780778975,none_natural
mixed__r0p05__low,mixed,0.05,LOW,mutual_information_select_k_best_k11,reduced_minus_full_baseline,decision_tree,,f1,5,-0.006463213038309155,0.01742971891493977,-0.028105067513818242,0.015178641437199934,none_natural
mixed__r0p05__low,mixed,0.05,LOW,mutual_information_select_k_best_k11,reduced_minus_full_baseline,decision_tree,,recall,5,-0.007333333333333331,0.026076809620810593,-0.03971196902753313,0.025045302360866467,none_natural
mixed__r0p05__low,mixed,0.05,LOW,pairwise_correlation_filter_natural,reduced_minus_full_baseline,logistic_regression,,average_precision,5,-1.6221317287318238e-07,5.254588781332062e-07,-8.146565443882421e-07,4.902301986418774e-07,none_natural
mixed__r0p05__low,mixed,0.05,LOW,pairwise_correlation_filter_natural,reduced_minus_full_baseline,logistic_regression,,f1,5,0.0,0.0,0.0,0.0,none_natural
mixed__r0p05__low,mixed,0.05,LOW,pairwise_correlation_filter_natural,reduced_minus_full_baseline,logistic_regression,,recall,5,0.0,0.0,0.0,0.0,none_natural
mixed__r0p05__low,mixed,0.05,LOW,mutual_information_select_k_best_k11,reduced_minus_full_baseline,logistic_regression,,average_precision,5,-6.707230357081983e-05,0.0025555811591705946,-0.0032402454234033125,0.0031061008162616725,none_natural
mixed__r0p05__low,mixed,0.05,LOW,mutual_information_select_k_best_k11,reduced_minus_full_baseline,logistic_regression,,f1,5,0.00707438109578074,0.0036215982323890266,0.0025775729546613233,0.011571189236900158,none_natural
mixed__r0p05__low,mixed,0.05,LOW,mutual_information_select_k_best_k11,reduced_minus_full_baseline,logistic_regression,,recall,5,0.09733333333333333,0.04951991742947703,0.03584623466707975,0.1588204319995869,none_natural
mixed__r0p05__high,mixed,0.05,HIGH,pairwise_correlation_filter_natural,reduced_minus_full_baseline,decision_tree,,average_precision,5,0.0,0.0,0.0,0.0,none_natural
mixed__r0p05__high,mixed,0.05,HIGH,pairwise_correlation_filter_natural,reduced_minus_full_baseline,decision_tree,,f1,5,0.0,0.0,0.0,0.0,none_natural
mixed__r0p05__high,mixed,0.05,HIGH,pairwise_correlation_filter_natural,reduced_minus_full_baseline,decision_tree,,recall,5,0.0,0.0,0.0,0.0,none_natural
mixed__r0p05__high,mixed,0.05,HIGH,mutual_information_select_k_best_k11,reduced_minus_full_baseline,decision_tree,,average_precision,5,0.010791354392225883,0.013848077937100382,-0.006403305426605176,0.027986014211056943,none_natural
mixed__r0p05__high,mixed,0.05,HIGH,mutual_information_select_k_best_k11,reduced_minus_full_baseline,decision_tree,,f1,5,0.009095897419167276,0.047561342068959546,-0.04995930873416085,0.0681511035724954,none_natural
mixed__r0p05__high,mixed,0.05,HIGH,mutual_information_select_k_best_k11,reduced_minus_full_baseline,decision_tree,,recall,5,0.000666666666666671,0.01570562531918633,-0.018834442861459997,0.020167776194793336,none_natural
mixed__r0p05__high,mixed,0.05,HIGH,pairwise_correlation_filter_natural,reduced_minus_full_baseline,logistic_regression,,average_precision,5,2.7868782967038763e-06,7.870314688565847e-06,-6.985408106630373e-06,1.2559164700038126e-05,none_natural
mixed__r0p05__high,mixed,0.05,HIGH,pairwise_correlation_filter_natural,reduced_minus_full_baseline,logistic_regression,,f1,5,0.0,0.0,0.0,0.0,none_natural
mixed__r0p05__high,mixed,0.05,HIGH,pairwise_correlation_filter_natural,reduced_minus_full_baseline,logistic_regression,,recall,5,0.0,0.0,0.0,0.0,none_natural
mixed__r0p05__high,mixed,0.05,HIGH,mutual_information_select_k_best_k11,reduced_minus_full_baseline,logistic_regression,,average_precision,5,0.008755317737646548,0.012186925285986316,-0.0063767486387737975,0.023887384114066892,none_natural
mixed__r0p05__high,mixed,0.05,HIGH,mutual_information_select_k_best_k11,reduced_minus_full_baseline,logistic_regression,,f1,5,0.0007887543908058736,0.0034081520120285373,-0.003443025262939046,0.005020534044550794,none_natural
mixed__r0p05__high,mixed,0.05,HIGH,mutual_information_select_k_best_k11,reduced_minus_full_baseline,logistic_regression,,recall,5,0.06666666666666668,0.05552777082985896,-0.0022801672733331335,0.1356135006066665,none_natural
